listing_id,source,url,title,price,currency,period,area,bedrooms,bathrooms,furnished,property_type,governorate,city,district,latitude,longitude,amenities,posted_date,agency,scraped_at
BA100338,bayut,https://www.bayut.eg/property/details-100338.html,"Unfurnished Duplex for rent in Maadi, Cairo",69500,EGP,monthly,318,3,2,Unfurnished,Duplex,Cairo,Cairo,Maadi,29.96625,31.26612,Gym|Backup Generator|Security|Elevator|Maids Room|Swimming Pool,2026-06-25,Nawy,2026-06-30T09:00:00
AQ100023,aqarmap,https://www.aqarmap.com/en/property/details-100023.html,"Furnished Chalet for rent in Miami, Alexandria",21500,EGP,monthly,157,2,2,Furnished,Chalet,Alexandria,Alexandria,Miami,31.27448,30.02681,Built-in Kitchen|Maids Room|Elevator,2026-04-06,Private Owner,2026-06-30T09:00:00
BA100173,bayut,https://www.bayut.eg/property/details-100173.html,"Unfurnished Studio for rent in El Shorouk, Shorouk",172,USD,monthly,59,,1,Unfurnished,Studio,Cairo,Shorouk,El Shorouk,30.12847,31.62251,Central AC|Built-in Kitchen|Maids Room|Garden,2026-04-15,Coldwell Banker,2026-06-30T09:00:00
BA100307,bayut,https://www.bayut.eg/property/details-100307.html,"Unfurnished Apartment for rent in Heliopolis, Cairo",737,USD,monthly,200,3,3,Unfurnished,Apartment,Cairo,Cairo,,30.0979,31.31766,Balcony|Security|Kids Area,2026-04-15,ERA Egypt,2026-06-30T09:00:00
BA100255,bayut,https://www.bayut.eg/property/details-100255.html,"Unfurnished Duplex for rent in 6th of October City, 6th of October",30500,EGP,monthly,248 Sq. M.,3,3,Unfurnished,Duplex,Giza,6th of October,,29.9664,30.94655,Garden|Maids Room|Elevator,2026-05-31,Bayut Verified,2026-06-30T09:00:00
AQ100018,aqarmap,https://www.aqarmap.com/en/property/details-100018.html,"Unfurnished Duplex for rent in Heliopolis, Cairo",48500,EGP,monthly,290,3,3,Unfurnished,Duplex,Cairo,Cairo,Heliopolis,30.09134,31.31852,Maids Room|Security|Swimming Pool|Balcony,2026-05-23,Bayut Verified,2026-06-30T09:00:00
BA100181,bayut,https://www.bayut.eg/property/details-100181.html,"Semi-furnished Townhouse for rent in Maadi, Cairo","54,500",EGP,monthly,,4,,Semi-furnished,Townhouse,Cairo,Cairo,Maadi,29.96684,31.26407,Maids Room|Swimming Pool|Gym,2026-06-08,Bayut Verified,2026-06-30T09:00:00
AQ100304,aqarmap,https://www.aqarmap.com/en/property/details-100304.html,"Furnished Penthouse for rent in Smouha, Alexandria",83000,EGP,monthly,,4,4,Furnished,Penthouse,Alexandria,Alexandria,Smouha,31.21504,29.94927,Central AC|Elevator|Backup Generator|Security,2026-05-16,Bayut Verified,2026-06-30T09:00:00
BA100168,bayut,https://www.bayut.eg/property/details-100168.html,"Unfurnished Studio for rent in Sidi Gaber, Alexandria",8000,EGP,monthly,66,0,1,Unfurnished,Studio,Alexandria,Alexandria,Sidi Gaber,31.22206,29.94066,Central AC|Maids Room|Security|Built-in Kitchen|Backup Generator|Elevator,2026-06-30,Private Owner,2026-06-30T09:00:00
AQ100263,aqarmap,https://www.aqarmap.com/en/property/details-100263.html,"Furnished Studio for rent in Zamalek, Cairo",31000,EGP,monthly,69 Sq. M.,0,1,Furnished,Studio,Cairo,Cairo,Zamalek,30.05788,31.22952,Maids Room|Security|Garden|Swimming Pool|Elevator|Gym,2026-03-28,ERA Egypt,2026-06-30T09:00:00
AQ100157,aqarmap,https://www.aqarmap.com/en/property/details-100157.html,"Unfurnished Duplex for rent in Fifth Settlement, New Cairo",45000,EGP,monthly,315,3,1,Unfurnished,Duplex,Cairo,New Cairo,Fifth Settlement,30.00364,31.48335,Built-in Kitchen|Gym|Security|Parking|Elevator|Kids Area,2026-03-10,Nawy,2026-06-30T09:00:00
AQ100187,aqarmap,https://www.aqarmap.com/en/property/details-100187.html,"Semi-furnished Penthouse for rent in Gleem, Alexandria",69000,EGP,monthly,323 Sq. M.,3,2,Semi-furnished,Penthouse,Alexandria,Alexandria,,31.23835,29.96871,Built-in Kitchen|Kids Area|Parking|Swimming Pool|Balcony,2026-06-07,Private Owner,2026-06-30T09:00:00
AQ100050,aqarmap,https://www.aqarmap.com/en/property/details-100050.html,"Unfurnished Studio for rent in Maadi, Cairo",9000,EGP,monthly,46,0,1,Unfurnished,Studio,Cairo,Cairo,Maadi,29.95907,31.25901,Kids Area|Parking,2026-04-15,Bayut Verified,2026-06-30T09:00:00
AQ100328,aqarmap,https://www.aqarmap.com/en/property/details-100328.html,"Furnished Duplex for rent in Miami, Alexandria",38000,EGP,monthly,313,4,2,Furnished,Duplex,Alexandria,Alexandria,Miami,31.27453,30.02974,Kids Area|Elevator,2026-05-31,Nawy,2026-06-30T09:00:00
BA100110,bayut,https://www.bayut.eg/property/details-100110.html,"Furnished Chalet for rent in Dokki, Giza",15500,EGP,monthly,122,3,1,Furnished,Chalet,Giza,Giza,Dokki,30.03692,31.20882,Kids Area|Maids Room|Security|Garden|Elevator|Swimming Pool,2026-04-20,Coldwell Banker,2026-06-30T09:00:00
AQ100306,aqarmap,https://www.aqarmap.com/en/property/details-100306.html,"Furnished Townhouse for rent in Miami, Alexandria",426000,EGP,yearly,258,3,3,Furnished,Townhouse,Alexandria,Alexandria,Miami,31.27201,30.01299,Security|Built-in Kitchen|Parking|Elevator,2026-04-12,Bayut Verified,2026-06-30T09:00:00
AQ100106,aqarmap,https://www.aqarmap.com/en/property/details-100106.html,"Furnished Apartment for rent in Roushdy, Alexandria",38000,EGP,monthly,177,3,,Furnished,Apartment,Alexandria,Alexandria,Roushdy,31.22352,29.952,Garden|Gym,2026-06-09,ERA Egypt,2026-06-30T09:00:00
BA100197,bayut,https://www.bayut.eg/property/details-100197.html,"Furnished Penthouse for rent in 6th of October City, 6th of October",64500,EGP,monthly,347,4,,Furnished,Penthouse,Giza,6th of October,6th of October City,29.95708,30.94899,Maids Room|Elevator|Kids Area|Garden|Balcony,2026-06-02,Bayut Verified,2026-06-30T09:00:00
BA100041,bayut,https://www.bayut.eg/property/details-100041.html,"Furnished Villa for rent in Mokattam, Cairo",67000,EGP,monthly,510 Sq. M.,6,6,Furnished,Villa,Cairo,Cairo,Mokattam,30.02495,31.31166,Central AC|Backup Generator|Gym,2026-04-12,Private Owner,2026-06-30T09:00:00
BA100028,bayut,https://www.bayut.eg/property/details-100028.html,"Semi-furnished Apartment for rent in Smouha, Alexandria",32000,EGP,monthly,135,3,3,Semi-furnished,Apartment,Alexandria,Alexandria,,31.20471,29.9474,Maids Room|Swimming Pool|Central AC|Built-in Kitchen|Kids Area,2026-06-29,Coldwell Banker,2026-06-30T09:00:00
AQ100275,aqarmap,https://www.aqarmap.com/en/property/details-100275.html,"Furnished Penthouse for rent in Haram, Giza",27000,EGP,monthly,365,3,3,Furnished,Penthouse,Giza,Giza,Haram,29.99023,31.15886,Central AC|Built-in Kitchen|Maids Room|Backup Generator,2026-04-25,Private Owner,2026-06-30T09:00:00
BA100135,bayut,https://www.bayut.eg/property/details-100135.html,"Semi-furnished Apartment for rent in Haram, Giza",114000,EGP,yearly,135,2,2,Semi-furnished,Apartment,Giza,Giza,Haram,29.99495,31.16198,Central AC|Elevator|Parking|Gym|Balcony|Built-in Kitchen,2026-04-12,Private Owner,2026-06-30T09:00:00
AQ100284,aqarmap,https://www.aqarmap.com/en/property/details-100284.html,"Semi-furnished Duplex for rent in Miami, Alexandria",444000,EGP,yearly,260,5,3,Semi-furnished,Duplex,Alexandria,Alexandria,Miami,31.27647,30.01026,Gym|Garden|Central AC|Balcony|Backup Generator|Parking,2026-04-17,Coldwell Banker,2026-06-30T09:00:00
AQ100206,aqarmap,https://www.aqarmap.com/en/property/details-100206.html,"Unfurnished Villa for rent in Mokattam, Cairo",73500,EGP,monthly,691,6,6,Unfurnished,Villa,Cairo,Cairo,Mokattam,30.01876,31.30137,Gym|Parking|Central AC,2026-05-27,Aqarmap Agent,2026-06-30T09:00:00
AQ100283,aqarmap,https://www.aqarmap.com/en/property/details-100283.html,"Semi-furnished Apartment for rent in El Shorouk, Shorouk",21500,EGP,monthly,164,,2,Semi-furnished,Apartment,Cairo,Shorouk,El Shorouk,30.12022,31.62272,Elevator|Gym|Backup Generator|Maids Room,2026-06-24,Bayut Verified,2026-06-30T09:00:00
AQ100081,aqarmap,https://www.aqarmap.com/en/property/details-100081.html,"Semi-furnished Duplex for rent in Mohandessin, Giza",48000,EGP,monthly,208,4,4,Semi-furnished,Duplex,Giza,Giza,Mohandessin,30.04931,31.20311,Built-in Kitchen|Swimming Pool|Elevator|Central AC|Security|Gym,2026-06-27,Bayut Verified,2026-06-30T09:00:00
BA100080,bayut,https://www.bayut.eg/property/details-100080.html,"Furnished Villa for rent in Dokki, Giza",53500,EGP,monthly,320,4,1,Furnished,Villa,Giza,Giza,Dokki,30.03456,31.21326,Balcony|Built-in Kitchen|Gym,2026-06-11,Aqarmap Agent,2026-06-30T09:00:00
BA100115,bayut,https://www.bayut.eg/property/details-100115.html,"Semi-furnished Apartment for rent in Maadi, Cairo",43000,EGP,monthly,194 Sq. M.,3,3,Semi-furnished,Apartment,Cairo,Cairo,Maadi,29.95165,31.24752,Gym|Elevator|Kids Area,2026-04-29,ERA Egypt,2026-06-30T09:00:00
AQ100133,aqarmap,https://www.aqarmap.com/en/property/details-100133.html,"Unfurnished Chalet for rent in Heliopolis, Cairo",19500,EGP,monthly,121,2,,Unfurnished,Chalet,Cairo,Cairo,Heliopolis,30.0832,31.33181,Balcony|Central AC,2026-04-05,Aqarmap Agent,2026-06-30T09:00:00
BA100352,bayut,https://www.bayut.eg/property/details-100352.html,"Furnished Duplex for rent in Mohandessin, Giza",76500,EGP,monthly,289,5,2,Furnished,Duplex,Giza,Giza,Mohandessin,30.05055,31.19107,Security|Maids Room|Built-in Kitchen|Central AC,2026-05-24,ERA Egypt,2026-06-30T09:00:00
AQ100160,aqarmap,https://www.aqarmap.com/en/property/details-100160.html,"Furnished Studio for rent in Sheikh Zayed, 6th of October","11,000",EGP,monthly,44,,,Furnished,Studio,Giza,6th of October,Sheikh Zayed,30.04407,30.97191,Maids Room|Central AC,2026-06-05,ERA Egypt,2026-06-30T09:00:00
BA100387,bayut,https://www.bayut.eg/property/details-100387.html,"Unfurnished Townhouse for rent in Zamalek, Cairo",1002000,EGP,yearly,237 Sq. M.,4,4,Unfurnished,Townhouse,Cairo,Cairo,Zamalek,30.0703,31.21235,Backup Generator|Garden|Built-in Kitchen|Balcony|Security|Kids Area,2026-05-01,Bayut Verified,2026-06-30T09:00:00
BA100329,bayut,https://www.bayut.eg/property/details-100329.html,"Furnished Townhouse for rent in Sidi Gaber, Alexandria",35000,EGP,monthly,201 Sq. M.,4,3,Furnished,Townhouse,Alexandria,Alexandria,Sidi Gaber,31.21801,29.93769,Backup Generator|Security|Balcony|Maids Room|Swimming Pool|Elevator,2026-03-08,Nawy,2026-06-30T09:00:00
BA100147,bayut,https://www.bayut.eg/property/details-100147.html,"Semi-furnished Villa for rent in Gleem, Alexandria",98000,EGP,monthly,567,5,1,Semi-furnished,Villa,Alexandria,Alexandria,Gleem,31.2535,29.96625,Gym|Maids Room,2026-03-02,Nawy,2026-06-30T09:00:00
AQ100203,aqarmap,https://www.aqarmap.com/en/property/details-100203.html,"Furnished Studio for rent in Madinaty, New Cairo",9000,EGP,monthly,54,0,1,Furnished,Studio,Cairo,New Cairo,Madinaty,30.09886,31.62253,Security|Elevator|Backup Generator|Garden|Maids Room|Balcony,2026-05-30,Private Owner,2026-06-30T09:00:00
AQ100120,aqarmap,https://www.aqarmap.com/en/property/details-100120.html,"Furnished Studio for rent in Rehab, New Cairo",5500,EGP,monthly,44,0,,Furnished,Studio,Cairo,New Cairo,,30.05285,31.49507,Backup Generator|Gym|Security,2026-06-30,Nawy,2026-06-30T09:00:00
AQ100101,aqarmap,https://www.aqarmap.com/en/property/details-100101.html,"Unfurnished Townhouse for rent in Mokattam, Cairo",444000,EGP,yearly,257,4,,Unfurnished,Townhouse,Cairo,Cairo,Mokattam,30.02254,31.30952,Kids Area|Security,2026-05-10,Coldwell Banker,2026-06-30T09:00:00
BA100212,bayut,https://www.bayut.eg/property/details-100212.html,"Semi-furnished Villa for rent in Fifth Settlement, New Cairo",109000,EGP,monthly,,6,2,Semi-furnished,Villa,Cairo,New Cairo,,30.00788,31.49125,Security|Built-in Kitchen|Gym|Garden|Balcony|Maids Room,2026-05-12,Nawy,2026-06-30T09:00:00
AQ100084,aqarmap,https://www.aqarmap.com/en/property/details-100084.html,"Furnished Penthouse for rent in Dokki, Giza",40000,EGP,monthly,288,3,,Furnished,Penthouse,Giza,Giza,Dokki,30.04295,31.20528,Gym|Maids Room|Kids Area|Security|Parking|Built-in Kitchen,2026-05-05,Bayut Verified,2026-06-30T09:00:00
BA100381,bayut,https://www.bayut.eg/property/details-100381.html,"Furnished Chalet for rent in Miami, Alexandria",21000,EGP,monthly,139,2,2,Furnished,Chalet,Alexandria,Alexandria,Miami,31.26211,30.02987,Security|Garden,2026-06-09,Private Owner,2026-06-30T09:00:00
AQ100266,aqarmap,https://www.aqarmap.com/en/property/details-100266.html,"Unfurnished Villa for rent in Miami, Alexandria",859,USD,monthly,412,5,,Unfurnished,Villa,Alexandria,Alexandria,Miami,31.26995,30.0132,Elevator|Backup Generator,2026-06-11,Nawy,2026-06-30T09:00:00
BA100124,bayut,https://www.bayut.eg/property/details-100124.html,"Semi-furnished Townhouse for rent in Smouha, Alexandria",37500,EGP,monthly,218,3,3,Semi-furnished,Townhouse,Alexandria,Alexandria,,31.21825,29.95209,Elevator|Built-in Kitchen,2026-05-15,Coldwell Banker,2026-06-30T09:00:00
BA100228,bayut,https://www.bayut.eg/property/details-100228.html,"Furnished Apartment for rent in Smouha, Alexandria",25000,EGP,monthly,110,2,,Furnished,Apartment,Alexandria,Alexandria,Smouha,31.21785,29.95276,Parking|Security|Central AC,2026-05-09,Aqarmap Agent,2026-06-30T09:00:00
AQ100045,aqarmap,https://www.aqarmap.com/en/property/details-100045.html,"Semi-furnished Studio for rent in Dokki, Giza",6500,EGP,monthly,,0,1,Semi-furnished,Studio,Giza,Giza,Dokki,30.03017,31.20568,Built-in Kitchen|Maids Room,2026-05-13,Nawy,2026-06-30T09:00:00
AQ100378,aqarmap,https://www.aqarmap.com/en/property/details-100378.html,"Semi-furnished Penthouse for rent in Fifth Settlement, New Cairo",71500,EGP,monthly,,5,3,Semi-furnished,Penthouse,Cairo,New Cairo,Fifth Settlement,30.01739,31.49764,Backup Generator|Balcony|Kids Area|Elevator,2026-05-14,Nawy,2026-06-30T09:00:00
AQ100289,aqarmap,https://www.aqarmap.com/en/property/details-100289.html,"Unfurnished Penthouse for rent in Maadi, Cairo",1182,USD,monthly,292,5,,Unfurnished,Penthouse,Cairo,Cairo,Maadi,29.95914,31.26162,Swimming Pool|Maids Room|Balcony|Gym|Built-in Kitchen,2026-05-12,ERA Egypt,2026-06-30T09:00:00
BA100091,bayut,https://www.bayut.eg/property/details-100091.html,"Furnished Chalet for rent in El Shorouk, Shorouk",120000,EGP,yearly,80,2,2,Furnished,Chalet,Cairo,Shorouk,El Shorouk,30.13272,31.61944,Balcony|Security|Backup Generator|Kids Area,2026-06-23,Nawy,2026-06-30T09:00:00
AQ100170,aqarmap,https://www.aqarmap.com/en/property/details-100170.html,"Semi-furnished Villa for rent in Nasr City, Cairo",83000,EGP,monthly,577,6,6,Semi-furnished,Villa,Cairo,Cairo,,30.05458,31.37348,Gym|Balcony|Elevator|Maids Room|Parking|Built-in Kitchen,2026-04-17,Private Owner,2026-06-30T09:00:00
BA100014,bayut,https://www.bayut.eg/property/details-100014.html,"Unfurnished Chalet for rent in 6th of October City, 6th of October",11000,EGP,monthly,,3,1,Unfurnished,Chalet,Giza,6th of October,6th of October City,29.9749,30.94682,Maids Room|Elevator|Garden,2026-06-16,Aqarmap Agent,2026-06-30T09:00:00
BA100240,bayut,https://www.bayut.eg/property/details-100240.html,"Furnished Townhouse for rent in Smouha, Alexandria",1788,USD,monthly,334,,3,Furnished,Townhouse,Alexandria,Alexandria,Smouha,31.2071,29.93373,Kids Area|Maids Room|Parking|Elevator|Gym,2026-04-25,Coldwell Banker,2026-06-30T09:00:00
BA100162,bayut,https://www.bayut.eg/property/details-100162.html,"Semi-furnished Studio for rent in Rehab, New Cairo",5500,EGP,monthly,46,0,1,Semi-furnished,Studio,Cairo,New Cairo,Rehab,30.05625,31.48815,Balcony|Kids Area,2026-03-10,Private Owner,2026-06-30T09:00:00
AQ100104,aqarmap,https://www.aqarmap.com/en/property/details-100104.html,"Furnished Townhouse for rent in Fifth Settlement, New Cairo",60000,EGP,monthly,269,4,,Furnished,Townhouse,Cairo,New Cairo,Fifth Settlement,29.99911,31.49367,Kids Area|Parking|Backup Generator,2026-04-04,Nawy,2026-06-30T09:00:00
AQ100149,aqarmap,https://www.aqarmap.com/en/property/details-100149.html,"Semi-furnished Chalet for rent in Faisal, Giza",10000,EGP,monthly,121,3,3,Semi-furnished,Chalet,Giza,Giza,Faisal,29.99282,31.15519,Elevator|Maids Room|Security|Parking,2026-03-06,Nawy,2026-06-30T09:00:00
BA100321,bayut,https://www.bayut.eg/property/details-100321.html,"Furnished Penthouse for rent in Mohandessin, Giza",1646,USD,monthly,378,4,1,Furnished,Penthouse,Giza,Giza,Mohandessin,30.05575,31.2037,Kids Area|Backup Generator|Central AC|Security|Gym|Garden,2026-06-01,Bayut Verified,2026-06-30T09:00:00
AQ100021,aqarmap,https://www.aqarmap.com/en/property/details-100021.html,"Semi-furnished Apartment for rent in Faisal, Giza",16000,EGP,monthly,192,3,3,Semi-furnished,Apartment,Giza,Giza,Faisal,29.99594,31.15487,Central AC|Gym|Swimming Pool|Backup Generator|Kids Area,2026-03-16,Bayut Verified,2026-06-30T09:00:00
BA100083,bayut,https://www.bayut.eg/property/details-100083.html,"Unfurnished Duplex for rent in Miami, Alexandria",37500,EGP,monthly,319,4,3,Unfurnished,Duplex,Alexandria,Alexandria,Miami,31.27883,30.02965,Kids Area|Swimming Pool|Central AC|Garden,2026-05-23,Private Owner,2026-06-30T09:00:00
AQ100276,aqarmap,https://www.aqarmap.com/en/property/details-100276.html,"Semi-furnished Duplex for rent in Mohandessin, Giza",778,USD,monthly,192,3,3,Semi-furnished,Duplex,Giza,Giza,Mohandessin,30.04765,31.19351,Security|Swimming Pool|Parking,2026-03-31,Coldwell Banker,2026-06-30T09:00:00
AQ100221,aqarmap,https://www.aqarmap.com/en/property/details-100221.html,"Semi-furnished Townhouse for rent in Gleem, Alexandria",44500,EGP,monthly,,4,2,Semi-furnished,Townhouse,Alexandria,Alexandria,Gleem,31.2359,29.97136,Backup Generator|Garden|Security,2026-06-12,Bayut Verified,2026-06-30T09:00:00
AQ100263,aqarmap,https://www.aqarmap.com/en/property/details-100263.html,"Furnished Studio for rent in Zamalek, Cairo",31000,EGP,monthly,69 Sq. M.,0,1,Furnished,Studio,Cairo,Cairo,Zamalek,30.05788,31.22952,Maids Room|Security|Garden|Swimming Pool|Elevator|Gym,2026-03-28,ERA Egypt,2026-06-30T09:00:00
BA100029,bayut,https://www.bayut.eg/property/details-100029.html,"Semi-furnished Duplex for rent in Roushdy, Alexandria",55000,EGP,monthly,288,5,5,Semi-furnished,Duplex,Alexandria,Alexandria,Roushdy,31.23243,29.95231,Kids Area|Security|Swimming Pool|Built-in Kitchen|Central AC|Backup Generator,2026-06-01,Bayut Verified,2026-06-30T09:00:00
AQ100292,aqarmap,https://www.aqarmap.com/en/property/details-100292.html,"Furnished Apartment for rent in Fifth Settlement, New Cairo",30000,EGP,monthly,,4,3,Furnished,Apartment,Cairo,New Cairo,Fifth Settlement,30.01325,31.48534,Central AC|Maids Room|Gym|Backup Generator|Garden,2026-04-07,Aqarmap Agent,2026-06-30T09:00:00
AQ100053,aqarmap,https://www.aqarmap.com/en/property/details-100053.html,"Unfurnished Chalet for rent in Miami, Alexandria",21500,EGP,monthly,,2,2,Unfurnished,Chalet,Alexandria,Alexandria,,31.27843,30.01702,Security|Built-in Kitchen|Balcony,2026-04-02,Coldwell Banker,2026-06-30T09:00:00
AQ100063,aqarmap,https://www.aqarmap.com/en/property/details-100063.html,"Furnished Villa for rent in Maadi, Cairo",134000,EGP,monthly,492,4,2,Furnished,Villa,Cairo,Cairo,Maadi,29.95087,31.25419,Central AC|Built-in Kitchen|Gym,2026-06-09,Bayut Verified,2026-06-30T09:00:00
AQ100013,aqarmap,https://www.aqarmap.com/en/property/details-100013.html,"Furnished Studio for rent in Roushdy, Alexandria",12000,EGP,monthly,,0,,Furnished,Studio,Alexandria,Alexandria,Roushdy,31.22364,29.95021,Swimming Pool|Backup Generator|Gym|Maids Room,2026-06-11,Private Owner,2026-06-30T09:00:00
AQ100201,aqarmap,https://www.aqarmap.com/en/property/details-100201.html,"Unfurnished Penthouse for rent in Madinaty, New Cairo",50500,EGP,monthly,357,4,4,Unfurnished,Penthouse,Cairo,New Cairo,Madinaty,30.09844,31.63225,Parking|Kids Area|Security|Garden|Swimming Pool,2026-03-04,Nawy,2026-06-30T09:00:00
AQ100034,aqarmap,https://www.aqarmap.com/en/property/details-100034.html,"Furnished Villa for rent in 6th of October City, 6th of October",79000,EGP,monthly,428,,1,Furnished,Villa,Giza,6th of October,6th of October City,29.96752,30.94826,Central AC|Maids Room|Kids Area,2026-06-28,Nawy,2026-06-30T09:00:00
BA100043,bayut,https://www.bayut.eg/property/details-100043.html,"Semi-furnished Chalet for rent in Smouha, Alexandria",424,USD,monthly,116,2,2,Semi-furnished,Chalet,Alexandria,Alexandria,Smouha,31.21556,29.95107,Gym|Central AC,2026-03-26,Coldwell Banker,2026-06-30T09:00:00
BA100037,bayut,https://www.bayut.eg/property/details-100037.html,"Semi-furnished Penthouse for rent in Maadi, Cairo",64500,EGP,monthly,274 Sq. M.,5,3,Semi-furnished,Penthouse,Cairo,Cairo,Maadi,29.95767,31.26534,Kids Area|Security|Parking|Gym|Balcony|Backup Generator,2026-04-21,Aqarmap Agent,2026-06-30T09:00:00
AQ100254,aqarmap,https://www.aqarmap.com/en/property/details-100254.html,"Furnished Penthouse for rent in Dokki, Giza",40000,EGP,monthly,277,4,4,Furnished,Penthouse,Giza,Giza,Dokki,30.02824,31.21954,Balcony|Backup Generator|Garden|Maids Room|Elevator,2026-06-12,Coldwell Banker,2026-06-30T09:00:00
BA100370,bayut,https://www.bayut.eg/property/details-100370.html,"Furnished Chalet for rent in Madinaty, New Cairo",23000,EGP,monthly,142,2,1,Furnished,Chalet,Cairo,New Cairo,Madinaty,30.10185,31.63662,Swimming Pool|Maids Room|Parking,2026-06-19,Private Owner,2026-06-30T09:00:00
AQ100251,aqarmap,https://www.aqarmap.com/en/property/details-100251.html,"Furnished Duplex for rent in Sidi Gaber, Alexandria",29000,EGP,monthly,193,4,4,Furnished,Duplex,Alexandria,Alexandria,Sidi Gaber,31.21942,29.95121,Gym|Security|Elevator|Kids Area,2026-03-29,Bayut Verified,2026-06-30T09:00:00
BA100193,bayut,https://www.bayut.eg/property/details-100193.html,"Semi-furnished Townhouse for rent in Mokattam, Cairo",29500,EGP,monthly,200,3,1,Semi-furnished,Townhouse,Cairo,Cairo,Mokattam,30.02535,31.31474,Parking|Maids Room,2026-04-16,Nawy,2026-06-30T09:00:00
AQ100198,aqarmap,https://www.aqarmap.com/en/property/details-100198.html,"Semi-furnished Penthouse for rent in Heliopolis, Cairo",74500,EGP,monthly,348,3,3,Semi-furnished,Penthouse,Cairo,Cairo,Heliopolis,30.08743,31.32426,Security|Central AC|Balcony|Swimming Pool,2026-05-31,Private Owner,2026-06-30T09:00:00
BA100270,bayut,https://www.bayut.eg/property/details-100270.html,"Unfurnished Penthouse for rent in Fifth Settlement, New Cairo",869,USD,monthly,211 Sq. M.,3,3,Unfurnished,Penthouse,Cairo,New Cairo,Fifth Settlement,30.00645,31.48611,Elevator|Balcony|Swimming Pool|Security|Garden|Maids Room,2026-04-30,ERA Egypt,2026-06-30T09:00:00
BA100043,bayut,https://www.bayut.eg/property/details-100043.html,"Semi-furnished Chalet for rent in Smouha, Alexandria",424,USD,monthly,116,2,2,Semi-furnished,Chalet,Alexandria,Alexandria,Smouha,31.21556,29.95107,Gym|Central AC,2026-03-26,Coldwell Banker,2026-06-30T09:00:00
AQ100213,aqarmap,https://www.aqarmap.com/en/property/details-100213.html,"Furnished Studio for rent in Heliopolis, Cairo",13000,EGP,monthly,,,1,Furnished,Studio,Cairo,Cairo,Heliopolis,30.07898,31.31641,Elevator|Swimming Pool,2026-04-29,Bayut Verified,2026-06-30T09:00:00
AQ100300,aqarmap,https://www.aqarmap.com/en/property/details-100300.html,"Semi-furnished Chalet for rent in Smouha, Alexandria",17500,EGP,monthly,82,2,,Semi-furnished,Chalet,Alexandria,Alexandria,Smouha,31.21643,29.95071,Kids Area|Security|Swimming Pool|Parking|Maids Room,2026-05-09,Aqarmap Agent,2026-06-30T09:00:00
AQ100394,aqarmap,https://www.aqarmap.com/en/property/details-100394.html,"Furnished Duplex for rent in Mokattam, Cairo","26,500",EGP,monthly,182,,3,Furnished,Duplex,Cairo,Cairo,Mokattam,30.02678,31.31614,Maids Room|Garden,2026-06-08,Bayut Verified,2026-06-30T09:00:00
AQ100075,aqarmap,https://www.aqarmap.com/en/property/details-100075.html,"Semi-furnished Duplex for rent in Mokattam, Cairo",35500,EGP,monthly,312,4,1,Semi-furnished,Duplex,Cairo,Cairo,Mokattam,30.02729,31.30187,Built-in Kitchen|Kids Area|Security,2026-04-11,ERA Egypt,2026-06-30T09:00:00
BA100296,bayut,https://www.bayut.eg/property/details-100296.html,"Semi-furnished Apartment for rent in 6th of October City, 6th of October",19500,EGP,monthly,168,3,,Semi-furnished,Apartment,Giza,6th of October,6th of October City,29.96175,30.93395,Balcony|Swimming Pool|Built-in Kitchen|Parking|Maids Room|Gym,2026-06-21,Nawy,2026-06-30T09:00:00
BA100237,bayut,https://www.bayut.eg/property/details-100237.html,"Semi-furnished Duplex for rent in Miami, Alexandria",23000,EGP,monthly,181,3,3,Semi-furnished,Duplex,Alexandria,Alexandria,Miami,31.26388,30.02668,Central AC|Elevator|Security|Kids Area|Built-in Kitchen,2026-03-16,Bayut Verified,2026-06-30T09:00:00
AQ100362,aqarmap,https://www.aqarmap.com/en/property/details-100362.html,"Furnished Penthouse for rent in Smouha, Alexandria",90000,EGP,monthly,341,3,3,Furnished,Penthouse,Alexandria,Alexandria,Smouha,31.2063,29.93715,Central AC|Elevator,2026-05-09,Coldwell Banker,2026-06-30T09:00:00
BA100309,bayut,https://www.bayut.eg/property/details-100309.html,"Unfurnished Townhouse for rent in Gleem, Alexandria",40500,EGP,monthly,211,3,,Unfurnished,Townhouse,Alexandria,Alexandria,,31.25436,29.96619,Security|Gym|Kids Area|Maids Room|Central AC|Built-in Kitchen,2026-05-14,Private Owner,2026-06-30T09:00:00
BA100207,bayut,https://www.bayut.eg/property/details-100207.html,"Furnished Apartment for rent in Fifth Settlement, New Cairo",27000,EGP,monthly,103,3,3,Furnished,Apartment,Cairo,New Cairo,,30.00727,31.48814,Central AC|Garden|Kids Area|Elevator,2026-06-11,Nawy,2026-06-30T09:00:00
BA100116,bayut,https://www.bayut.eg/property/details-100116.html,"Semi-furnished Villa for rent in Zamalek, Cairo",125000,EGP,monthly,358,5,5,Semi-furnished,Villa,Cairo,Cairo,Zamalek,30.0712,31.21205,Gym|Elevator|Central AC,2026-05-05,Nawy,2026-06-30T09:00:00
